Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
Mozambique,MOZ,2001,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2021 PPP)",EG.USE.COMM.GD.PP.KD,518.135225500691
Mozambique,MOZ,2000,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2021 PPP)",EG.USE.COMM.GD.PP.KD,556.237600741998
Mozambique,MOZ,1999,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2021 PPP)",EG.USE.COMM.GD.PP.KD,531.222274397897
Mozambique,MOZ,1998,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2021 PPP)",EG.USE.COMM.GD.PP.KD,580.021645131931
Mozambique,MOZ,1997,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2021 PPP)",EG.USE.COMM.GD.PP.KD,631.186586288622
Mozambique,MOZ,1996,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2021 PPP)",EG.USE.COMM.GD.PP.KD,683.142030153199
Mozambique,MOZ,1995,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2021 PPP)",EG.USE.COMM.GD.PP.KD,740.027026438019
Mozambique,MOZ,1994,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2021 PPP)",EG.USE.COMM.GD.PP.KD,736.499352936897
Mozambique,MOZ,1993,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2021 PPP)",EG.USE.COMM.GD.PP.KD,773.206899224609
Mozambique,MOZ,1992,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2021 PPP)",EG.USE.COMM.GD.PP.KD,840.996748167947
Mozambique,MOZ,1991,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2021 PPP)",EG.USE.COMM.GD.PP.KD,768.125519396294
Mozambique,MOZ,1990,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2021 PPP)",EG.USE.COMM.GD.PP.KD,810.43573762134
Mozambique,MOZ,2023,Combustible renewables and waste (% of total energy),EG.USE.CRNW.ZS,65.2371502049157
Mozambique,MOZ,2022,Combustible renewables and waste (% of total energy),EG.USE.CRNW.ZS,65.8060635716761
Mozambique,MOZ,2021,Combustible renewables and waste (% of total energy),EG.USE.CRNW.ZS,67.0010858133895
Mozambique,MOZ,2020,Combustible renewables and waste (% of total energy),EG.USE.CRNW.ZS,69.9342102286352
Mozambique,MOZ,2019,Combustible renewables and waste (% of total energy),EG.USE.CRNW.ZS,67.7375424877254
Mozambique,MOZ,2018,Combustible renewables and waste (% of total energy),EG.USE.CRNW.ZS,67.5070903019054
Mozambique,MOZ,2017,Combustible renewables and waste (% of total energy),EG.USE.CRNW.ZS,67.4626872480834
Mozambique,MOZ,2016,Combustible renewables and waste (% of total energy),EG.USE.CRNW.ZS,66.7609634330446
Mozambique,MOZ,2015,Combustible renewables and waste (% of total energy),EG.USE.CRNW.ZS,66.9893364790523
Mozambique,MOZ,2014,Combustible renewables and waste (% of total energy),EG.USE.CRNW.ZS,67.7975848188615
Mozambique,MOZ,2013,Combustible renewables and waste (% of total energy),EG.USE.CRNW.ZS,69.0686680979305
Mozambique,MOZ,2012,Combustible renewables and waste (% of total energy),EG.USE.CRNW.ZS,73.0893176095892
Mozambique,MOZ,2011,Combustible renewables and waste (% of total energy),EG.USE.CRNW.ZS,72.7019468265012
Mozambique,MOZ,2010,Combustible renewables and waste (% of total energy),EG.USE.CRNW.ZS,71.8746937255389
Mozambique,MOZ,2009,Combustible renewables and waste (% of total energy),EG.USE.CRNW.ZS,76.0697758055456
Mozambique,MOZ,2008,Combustible renewables and waste (% of total energy),EG.USE.CRNW.ZS,75.4591529992824
Mozambique,MOZ,2007,Combustible renewables and waste (% of total energy),EG.USE.CRNW.ZS,74.2774269471102
Mozambique,MOZ,2006,Combustible renewables and waste (% of total energy),EG.USE.CRNW.ZS,81.3919704527241
Mozambique,MOZ,2005,Combustible renewables and waste (% of total energy),EG.USE.CRNW.ZS,82.6616601776288
Mozambique,MOZ,2004,Combustible renewables and waste (% of total energy),EG.USE.CRNW.ZS,82.3299885369668
Mozambique,MOZ,2003,Combustible renewables and waste (% of total energy),EG.USE.CRNW.ZS,83.69179296105
Mozambique,MOZ,2002,Combustible renewables and waste (% of total energy),EG.USE.CRNW.ZS,86.157708828199
Mozambique,MOZ,2001,Combustible renewables and waste (% of total energy),EG.USE.CRNW.ZS,86.1354869130161
Mozambique,MOZ,2000,Combustible renewables and waste (% of total energy),EG.USE.CRNW.ZS,89.0587679553967
Mozambique,MOZ,1999,Combustible renewables and waste (% of total energy),EG.USE.CRNW.ZS,92.671917558195
Mozambique,MOZ,1998,Combustible renewables and waste (% of total energy),EG.USE.CRNW.ZS,92.7146200049606
Mozambique,MOZ,1997,Combustible renewables and waste (% of total energy),EG.USE.CRNW.ZS,91.9234120430625
Mozambique,MOZ,1996,Combustible renewables and waste (% of total energy),EG.USE.CRNW.ZS,92.9742229989303
Mozambique,MOZ,1995,Combustible renewables and waste (% of total energy),EG.USE.CRNW.ZS,93.0353390345847
Mozambique,MOZ,1994,Combustible renewables and waste (% of total energy),EG.USE.CRNW.ZS,93.3565549815964
Mozambique,MOZ,1993,Combustible renewables and waste (% of total energy),EG.USE.CRNW.ZS,92.6245655620865
Mozambique,MOZ,1992,Combustible renewables and waste (% of total energy),EG.USE.CRNW.ZS,93.3266899728821
Mozambique,MOZ,1991,Combustible renewables and waste (% of total energy),EG.USE.CRNW.ZS,94.0476830059552
Mozambique,MOZ,1990,Combustible renewables and waste (% of total energy),EG.USE.CRNW.ZS,93.7682118388768
Mozambique,MOZ,2023,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,390.662628035663
Mozambique,MOZ,2022,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,397.688086989546
Mozambique,MOZ,2021,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,406.177659755644
Mozambique,MOZ,2020,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,417.428866872611
Mozambique,MOZ,2019,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,459.102715197705
Mozambique,MOZ,2018,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,450.331173296726
Mozambique,MOZ,2017,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,472.868499704595
Mozambique,MOZ,2016,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,481.909112175558
Mozambique,MOZ,2015,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,477.218782945574
Mozambique,MOZ,2014,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,466.565006267335
Mozambique,MOZ,2013,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,486.076524180421
Mozambique,MOZ,2012,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,483.814385217163
Mozambique,MOZ,2011,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,493.254715339596
Mozambique,MOZ,2010,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,466.145939201891
Mozambique,MOZ,2009,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,455.703653288299
Mozambique,MOZ,2008,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,454.969687936717
Mozambique,MOZ,2007,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,470.085098696967
Mozambique,MOZ,2006,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,467.453664864153
Mozambique,MOZ,2005,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,457.43398936466
Mozambique,MOZ,2004,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,452.412217488706
Mozambique,MOZ,2003,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,375.300213098122
Mozambique,MOZ,2002,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,264.738396372087
Mozambique,MOZ,2001,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,273.388396173016
Mozambique,MOZ,2000,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,123.168380553119
Mozambique,MOZ,1999,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,67.8902474080755
Mozambique,MOZ,1998,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,47.9802616585116
Mozambique,MOZ,1997,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,52.9794072937659
Mozambique,MOZ,1996,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,44.7476668154213
Mozambique,MOZ,1995,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,45.1739384594371
Mozambique,MOZ,1994,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,44.3000207598145
Mozambique,MOZ,1993,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,52.0952243766935
Mozambique,MOZ,1992,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,55.0931161812449
Mozambique,MOZ,1991,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,56.0211921878897
Mozambique,MOZ,1990,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,42.3840873487929
Mozambique,MOZ,2023,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,362.823902471842
Mozambique,MOZ,2022,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,358.726924456932
Mozambique,MOZ,2021,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,353.113453155889
Mozambique,MOZ,2020,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,342.951858633404
Mozambique,MOZ,2019,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,359.758855458728
Mozambique,MOZ,2018,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,366.24803697211
Mozambique,MOZ,2017,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,371.745909306289
Mozambique,MOZ,2016,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,380.811701942356
Mozambique,MOZ,2015,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,385.152864890055
Mozambique,MOZ,2014,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,383.326340111166
Mozambique,MOZ,2013,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,380.585279971265
Mozambique,MOZ,2012,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,364.828669567004
Mozambique,MOZ,2011,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,370.87053828392
Mozambique,MOZ,2010,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,317.88123068391
Mozambique,MOZ,2009,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,358.879859852038
Mozambique,MOZ,2008,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,338.661664169014
Mozambique,MOZ,2007,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,338.466191317799
Mozambique,MOZ,2006,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,428.692521920125
Mozambique,MOZ,2005,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,424.491278226506
Mozambique,MOZ,2004,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,426.378945530351
Mozambique,MOZ,2003,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,421.130474837557
Mozambique,MOZ,2002,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,409.455047101302
Mozambique,MOZ,2001,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,407.145568802881
Mozambique,MOZ,2000,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,396.028040920619
Mozambique,MOZ,1999,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,383.704803126522
Mozambique,MOZ,1998,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,383.191402996293
Mozambique,MOZ,1997,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,386.520708983801
Mozambique,MOZ,1996,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,384.511585412105
Mozambique,MOZ,1995,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,388.824017354917
Mozambique,MOZ,1994,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,402.283081900844
Mozambique,MOZ,1993,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,424.528289065617
Mozambique,MOZ,1992,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,429.60033297268
Mozambique,MOZ,1991,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,432.848027122691
Mozambique,MOZ,1990,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,443.813072808251
Mozambique,MOZ,2025,Time to obtain an electrical connection (days),IC.ELC.DURS,22.18401909
Mozambique,MOZ,2018,Time to obtain an electrical connection (days),IC.ELC.DURS,18.12732506
Mozambique,MOZ,2007,Time to obtain an electrical connection (days),IC.ELC.DURS,12.73215866
Mozambique,MOZ,2025,Firms using banks to finance investment (% of firms),IC.FRM.BNKS.ZS,15.57855701
Mozambique,MOZ,2018,Firms using banks to finance investment (% of firms),IC.FRM.BNKS.ZS,11.43170547
Mozambique,MOZ,2007,Firms using banks to finance investment (% of firms),IC.FRM.BNKS.ZS,10.53573418
Mozambique,MOZ,2025,Value lost due to electrical outages (% of sales for affected firms),IC.FRM.OUTG.ZS,0
Mozambique,MOZ,2018,Value lost due to electrical outages (% of sales for affected firms),IC.FRM.OUTG.ZS,0
Mozambique,MOZ,2007,Value lost due to electrical outages (% of sales for affected firms),IC.FRM.OUTG.ZS,0
Mozambique,MOZ,2024,Investment in energy with private participation (current US$),IE.PPI.ENGY.CD,720000000
Mozambique,MOZ,2023,Investment in energy with private participation (current US$),IE.PPI.ENGY.CD,3750000
Mozambique,MOZ,2022,Investment in energy with private participation (current US$),IE.PPI.ENGY.CD,129600000
Mozambique,MOZ,2021,Investment in energy with private participation (current US$),IE.PPI.ENGY.CD,652300000
Mozambique,MOZ,2020,Investment in energy with private participation (current US$),IE.PPI.ENGY.CD,40000000
Mozambique,MOZ,2019,Investment in energy with private participation (current US$),IE.PPI.ENGY.CD,56000000
Mozambique,MOZ,2017,Investment in energy with private participation (current US$),IE.PPI.ENGY.CD,357000000
Mozambique,MOZ,2014,Investment in energy with private participation (current US$),IE.PPI.ENGY.CD,200000000
Mozambique,MOZ,2013,Investment in energy with private participation (current US$),IE.PPI.ENGY.CD,98670000
Mozambique,MOZ,2004,Investment in energy with private participation (current US$),IE.PPI.ENGY.CD,5800000
Mozambique,MOZ,2003,Investment in energy with private participation (current US$),IE.PPI.ENGY.CD,600000000
Mozambique,MOZ,2021,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,17177660.5139522
Mozambique,MOZ,2020,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,4374814.57841569
Mozambique,MOZ,2019,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,3279635.60573351
Mozambique,MOZ,2018,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,3542138.67853499
Mozambique,MOZ,2017,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,15300569.4264756
Mozambique,MOZ,2016,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,20848631.1381833
Mozambique,MOZ,2015,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,1487361.53615713
Mozambique,MOZ,2014,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,1603986.33689008
Mozambique,MOZ,2013,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,1976237.96911599
Mozambique,MOZ,2012,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,2636336.45222674
Mozambique,MOZ,2011,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,1748663.5479757
Mozambique,MOZ,2010,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,966690.762402791
Mozambique,MOZ,2009,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,3450106.57572193
Mozambique,MOZ,2008,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,1653580.75268316
Mozambique,MOZ,2007,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,436768.112721277
Mozambique,MOZ,2006,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,338591.105822745
Mozambique,MOZ,2005,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,91883.2889117032
Mozambique,MOZ,2004,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,50624.9629709577
Mozambique,MOZ,2003,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,59823.7388559297
Mozambique,MOZ,2002,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,44780.876224325
Mozambique,MOZ,2001,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,34510.4209781155
Mozambique,MOZ,2000,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,38357.9144695007
Mozambique,MOZ,1999,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,20055.6851873549
Mozambique,MOZ,1998,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,26285.829136752
Mozambique,MOZ,1997,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,14869.8534846444
Mozambique,MOZ,1996,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,8508.66306979379
Mozambique,MOZ,1995,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,255179.905353026
Mozambique,MOZ,1994,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,1158859.13463535
Mozambique,MOZ,1993,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,62449.3889057092
Mozambique,MOZ,1992,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,131100.793989547
Mozambique,MOZ,1991,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,336436.466253386
Mozambique,MOZ,1990,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,123378.7197404
Mozambique,MOZ,1989,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,347396.07541278
Mozambique,MOZ,1988,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,78128.034408206
Mozambique,MOZ,1987,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,64267.4378029363
Mozambique,MOZ,1986,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,18016.5107851403
Mozambique,MOZ,1985,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,31096.1619189362
Mozambique,MOZ,1984,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,0
Mozambique,MOZ,1983,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,0
Mozambique,MOZ,1982,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,0
Mozambique,MOZ,1981,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,0
Mozambique,MOZ,1980,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,122789.275669395
Mozambique,MOZ,1979,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,111935.438277709
Mozambique,MOZ,1978,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,80317.6955095358
Mozambique,MOZ,1977,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,922977.274455054
Mozambique,MOZ,1976,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,789206.570219364
Mozambique,MOZ,1975,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,761793.252573618
Mozambique,MOZ,1974,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,2030898.84620316
Mozambique,MOZ,1973,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,1800508.05822095
Mozambique,MOZ,1972,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,799567.204476123
Mozambique,MOZ,1971,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,613110.082990819
Mozambique,MOZ,1970,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,352354.710227952
Mozambique,MOZ,2021,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.111195654227638
Mozambique,MOZ,2020,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.031835587185912
Mozambique,MOZ,2019,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.0217000446700077
Mozambique,MOZ,2018,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.0243294846323903
Mozambique,MOZ,2017,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.119168627636063
Mozambique,MOZ,2016,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.178170579653046
Mozambique,MOZ,2015,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.00950339998647004
Mozambique,MOZ,2014,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.00915821990748817
Mozambique,MOZ,2013,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.0116828411489366
Mozambique,MOZ,2012,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.0161983515220508
Mozambique,MOZ,2011,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.012378733720889
Mozambique,MOZ,2010,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.00899676270795933
Mozambique,MOZ,2009,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.0296587921831547
Mozambique,MOZ,2008,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.0138789344644311
Mozambique,MOZ,2007,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.00443002658830708
Mozambique,MOZ,2006,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.00396363623966476
Mozambique,MOZ,2005,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.0011229618170001
Mozambique,MOZ,2004,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.000678648186543113
Mozambique,MOZ,2003,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.000974663695057439
Mozambique,MOZ,2002,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.000882585721013636
Mozambique,MOZ,2001,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.000667160792565704
Mozambique,MOZ,2000,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.000702067747584615
Mozambique,MOZ,1999,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.00034267945235218
Mozambique,MOZ,1998,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.000511937526360296
Mozambique,MOZ,1997,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.00032584802126061
Mozambique,MOZ,1996,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.000226029737170312
Mozambique,MOZ,1995,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.00914996673799582
Mozambique,MOZ,1994,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.0435411984483145
Mozambique,MOZ,1993,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.00240640282895286
Mozambique,MOZ,1992,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.00524182471934005
Mozambique,MOZ,1991,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.00954211491123286
Mozambique,MOZ,2021,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,93211241.9347799
Mozambique,MOZ,2020,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,43667707.3600735
Mozambique,MOZ,2019,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,78266102.878005
Mozambique,MOZ,2018,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,119484517.311963
Mozambique,MOZ,2017,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,81779672.5671311
Mozambique,MOZ,2016,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,37270971.6797642
Mozambique,MOZ,2015,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,40589370.4002936
Mozambique,MOZ,2014,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,56142875.2159085
Mozambique,MOZ,2013,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,309089285.358931
Mozambique,MOZ,2012,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,286377975.690385
Mozambique,MOZ,2011,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,233094070.500891
Mozambique,MOZ,2010,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,129114117.256998
Mozambique,MOZ,2009,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,102477355.282508
Mozambique,MOZ,2008,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,166023080.250138
Mozambique,MOZ,2007,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,110577904.870688
Mozambique,MOZ,2006,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,108518341.010439
Mozambique,MOZ,2005,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,37112766.2115198
Mozambique,MOZ,2004,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,19962736.1106452
Mozambique,MOZ,2003,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,44614.6024768938
Mozambique,MOZ,2002,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,46478.5828597994
Mozambique,MOZ,2001,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,45192.3795688827
Mozambique,MOZ,2000,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,14769.9332534028
Mozambique,MOZ,1999,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,10805.4749596733
Mozambique,MOZ,1998,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,16803.6545602191
Mozambique,MOZ,1997,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,23243.5538516133
Mozambique,MOZ,1996,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,32217.1184575999
Mozambique,MOZ,1995,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,70209.4480683435
Mozambique,MOZ,1994,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,51390.0700699247
